Verse Text (Ata Manobo),Verse Text (English)
"Di ka sikan no nohimu ran, dakoldakol to nig-im-imanan noy su, woy nigbulig sikandan ko nighun-a ran pad imbogoy ka lawa ran dio to Lagboy no Igbuyag ta woy dio to kanami su ian ka imboot to Magboboot.","And they exceeded our expectations: They gave themselves first of all to the Lord, and then by the will of God also to us."
Nokani nigbunsuran ni Titu to ogbulig kaniu to sikan no igsabuksabuk now no salapi no igpahatod now dio to Hudia. Sikan ian to nigbuyu noy si Titu to oyow oglibong dio to kaniu oyow ogpakatuman kow to soini no igkohoy-u now kandan.,"So we urged Titus, just as he had earlier made a beginning, to bring also to completion this act of grace on your part."
"Nò mgo sulod, dakol lagboy ka pogtuu now ki Hisus woy ka pog-uwang now to katagaanan now no nigligkat to Magboboot. Woy moingos kow to ogbulig to mgo duma now, woy indakoli koy nikaniu to goinawa. Sikan ian to ogkoiniatan noy no songo ogdakolon now ka igbogoy now no igkohoy-u now to sikan no mgo nigtuu no dio to Hudia.","But since you excel in everything—in faith, in speech, in knowledge, in complete earnestness and in the love we have kindled in you—see that you also excel in this grace of giving."
"Ka soini no innangon ku, kono no igsugu ku kaniu oyow ogpakabogoy kow. Di impohitaga ku ro sikaniu to nighimu to duma now no moingos no dio to songo ugpaan. Ian su oyow ko ogkoilingan now sikandan, ian ka ogpakamalogot to igdakoli now ian ka mgo nigtuu kai to goinawa now.","I am not commanding you, but I want to test the sincerity of your love by comparing it with the earnestness of others."
"Nataga kow, mgo sulod, to dakol ka igkohoy-u to Lagboy to Igbuyag ta no si Hisu Kristu, su agad to datu lagboy sikandin dio to Langit di ko nighondiid on to tano, nohimu on no publi. No ka tuud to sikan to oyow ligkat to kandin no ingkapubli, ogkohimu kinow on no datu to pogtuu ta.","For you know the grace of our Lord Jesus Christ, that though he was rich, yet for your sake he became poor, so that you through his poverty might become rich."
"Nò, mgo sulod, to kanak no doromdom, lagboy no maroyow ko ogparagason now ka sikan no nigbunsuran now to soini no nigligad no tuid. Di ka sikan, waro nigligkat to pogtuman now su nigligkat atag to igkoiniat now.",And here is my judgment about what is best for you in this matter. Last year you were the first not only to give but also to have the desire to do so.
"Sikan ian mgo sulod, paragasa now ka pogtuman now to sikan no tahan no ogkoiniatan now to ogbogoy, oyow ka tuud to goinawa now, ogpokog-unawa to pogtuman now. No ka sikan no igbogoy now, ogligkat to tag saboka kaniu ko songo monu ka igkabogoy now.","Now finish the work, so that your eager willingness to do it may be matched by your completion of it, according to your means."
"Ian su ko duon goinawa ta to ogbogoy, ogtinawoon to Magboboot ko nokoy ka igkabogoy ta su ian din do ipatalad kanta ka ligkat to ogkagongonan ta.","For if the willingness is there, the gift is acceptable according to what one has, not according to what one does not have."
"Ka tuud to ignangon ku, kono to oyow ogpakasoip kow no ogkabaybayaran no ogligkat to ogkaawo on ka igkabaybayari to sikan no mgo otow no nabuligan now. Di kuntoon su dakoldakol ka kaniu no pog-ugpo, litos ko ogkabuligan now ka mgo duma now no ogkoil-iluan on to og-awoson dan oyow ogpokog-unawa ro ka pog-ugpo now. No ko duon allow no sikaniu on man do ka duon og-awoson, sikandan man do ka ogsoip no ogbulig kaniu.","Our desire is not that others might be relieved while you are hard pressed, but that there might be equality.  At the present time your plenty will supply what they need, so that in turn their plenty will supply what you need. The goal is equality,"
"Ka soini no innangon ku, ogkounawa to impasulat dongan to Magboboot. Kagi, “Ka sikan no otow no nakapurut to dakol, warad on nasi ogkasamo. No ka sikan no otow no nakapurut to malintok, waro maal-alangi sikandin.”","as it is written: “The one who gathered much did not have too much, and the one who gathered little did not have too little.”"
Dakol ka pogpasalamat noy to Magboboot su nigbogayan din si Titu to dakol no goinawa rin to ogbulig kaniu no ogpokog-unawa ro karakol to goinawa ku kaniu.,"Thanks be to God, who put into the heart of Titus the same concern I have for you."
"Ian su magaan nighoo to pogbuyu noy kandin. No kono no sikan do, di sikandin lagboy ka nigboot to oglibong dio to kaniu.","For Titus not only welcomed our appeal, but he is coming to you with much enthusiasm and on his own initiative."
No ian noy imparuma kandin ka duma ta to pogtuu no ogtahuron to tibo no mgo nigtuu no dio to agad hondoi no mgo ugpaan su ka pognangonnangon din to Maroyow no Nangnangonon tongod ki Hisus.,And we are sending along with him the brother who is praised by all the churches for his service to the gospel.
"No kono no sikan do, di ka sikan dod no mgo nigtuu no dio to sikan no mgo ugpaan, ian ka nig-alam kandin to oyow ogduma kanami ko ighatod noy ka sikan no igbulig tanow. Ian su oyow ogdakolon ka ngaran to Lagboy no Igbuyag ta woy oyow ogkatagaan to mgo otow ka igkohoy-u ta to duma ta no duon ogkoil-iluan to og-awoson dan.","What is more, he was chosen by the churches to accompany us as we carry the offering, which we administer in order to honor the Lord himself and to show our eagerness to help."
"Nò, og-ay-ayaran noy lagboy to og-alap to igpabogoy now su oyow waro otow no ogpakabayung kanami ko ogkoomonu koy to pog-alap to sikan no dakol no igkohoy-u now.",We want to avoid any criticism of the way we administer this liberal gift.
"Ian tuud noy to oyow ka oghimuon noy, ogkaayun kai to tankaan to Magboboot woy dio to tangkaan to mgo otow.","For we are taking pains to do what is right, not only in the eyes of the Lord but also in the eyes of man."
"Nò mgo sulod, duon dod dangob no duma noy no sulod ta no ogparumoon noy ki Titu. Malasi noy nool-ologan sikandin no nakita noy to moomot sikandin to ogbulig to mgo nigtuu. No kuntoon, natimulan on ka pogkamaali din to ogbulig su dakol ka pogsalig din kaniu.","In addition, we are sending with them our brother who has often proved to us in many ways that he is zealous, and now even more so because of his great confidence in you."
"Si Titu, sikandin ka tahan no duma ku to ogbulig kaniu. No ka sikan no mgo duma rin, suguonon sikandan to mgo nigtuu no dio to duma no mgo lunsud. No ligkat to oghimuon dan, ogkasayo si Hisu Kristu.","As for Titus, he is my partner and fellow worker among you; as for our brothers, they are representatives of the churches and an honor to Christ."
"Sikan ian, mgo sulod, ko ogpokouma on dio to kaniu, ipapitow now ka dakol ian no goinawa now kandan oyow songo ogkataga on ka mgo nigtuu no dio to tibo no lunsud. No ko sikan ka oghimuon now, ian ka igkamalogot now to tu-tuu ian ka impanoy ku insayo kaniu.","Therefore show these men the proof of your love and the reason for our pride in you, so that the churches can see it."
"Kono og-awoson to ogsulatan ku sikaniu, mgo sulod, tongod to sikan no igbogoy now no igpaalap now dio to mgo nigtuu no dio to Hudia.",There is no need for me to write to you about this service to the saints.
"Ian su nataga a to duon ian goinawa now to ogbulig. Sikan ka igkasayo-sayo ku dio to mgo nigtuu no mgo taga Masidonia su innangon ku kandan to, ligkat to ligad pad no tuid, sikaniu no nigtuu no dio to Girisia, tahan kow on nigtuud to duon igpaalap now dio to mgo nigtuu no taga Hudia. Nò mgo sulod, to pogdinog to mgo taga Masidonia to sikan no innangon ku, mohon-ing kandan ka songo nigboboot to ogbulig.","For I know your eagerness to help, and I have been boasting about it to the Macedonians, telling them that since last year you in Achaia were ready to give; and your enthusiasm has stirred most of them to action."
No duon soini no mgo sulod ta no ogsuguon ku dio to kaniu su oyow ogpakabulig kaniu to poglimud to sikan no igbogoy now. Ian su og-awoson to ogpakapanagana kow on oyow ogpakatuman on ka impanoy ku no innangon tongod kaniu woy to oyow kono ogkaraat ka pulus to pogsayo ku kaniu.,"But I am sending the brothers in order that our boasting about you in this matter should not prove hollow, but that you may be ready, as I said you would be."
"Ian su, ko duon mgo taga Masidonia no ogduma kanak, no ko ogkitoon dan to waro pad matapid, dakol ka igkasipod ku woy songo oggoram kow rod to igkasipod now su tahan kud man ingkanangon kandan to, woy koy ogpokouma dio to kaniu, ogkatapid now on ipanoy ka igbogoy now.","For if any Macedonians come with me and find you unprepared, we—not to say anything about you—would be ashamed of having been so confident."
"Sikan ian, mgo sulod, to nakadoromdom a to og-awoson to ogbuyu a to oyow ogpohunoon ku ka soini no tatolu no sulod ta oyow ogkalimud now on igpanoy ka sikan no innangon now nokani no igbogoy now su oyow ko ogpokouma ad on, duon on ka impanagana now. Ian su oyow ogkataga ka mgo otow to tu-tuu ian to nigligkat to kaniu no goinawa to ogbogoy no waro kow pogosa.","So I thought it necessary to urge the brothers to visit you in advance and finish the arrangements for the generous gift you had promised. Then it will be ready as a generous gift, not as one grudgingly given."
"Mgo sulod, doromdoma now ka soini no pananglitan. Ka otow no ogpamula to malintok do, songo malintok do ka ogkagaani rin. Di ka sikan no otow no ogpamula atag to dakol, songo dakol dod ka ogkagaani rin.","Remember this: Whoever sows sparingly will also reap sparingly, and whoever sows generously will also reap generously."
"Di tag sagboka now ka ogboot ko songo monu ka igbogoy now, su og-awoson ta to kono ki ogpakasondit ko nokoy ka igkabogoy ta su oyow kono ogkoiling to ogkapogos so goinawa ta. Ian su og-awoson to, ka igbogoy ta, dio ogligkat to maroyow no goinawa ta. No ko sikan ian, ogkarago ka Magboboot kanta.","Each man should give what he has decided in his heart to give, not reluctantly or under compulsion, for God loves a cheerful giver."
"No ogkohimu to Magboboot no igbogoy rin kanta ka tibo no og-awoson ta. Di ka igbogoy rin, ungod din ogpasublaan to og-awoson ta to oyow duon dod litos to igbulig ta to duma ta ko duon og-awoson dan.","And God is able to make all grace abound to you, so that in all things at all times, having all that you need, you will abound in every good work."
"Ka sikan, ogkounawa ian to impasulat dongan to Magboboot. Kagi rin to, “Dakol ka igbogoy to Magboboot dio to mgo naayuayu. Waro katamanan to igkohoy-u rin.” Ian ka kagi rin.","As it is written: ""He has scattered abroad his gifts to the poor; his righteousness endures forever."""
"No ka Magboboot, ian ogbogoy to boni to mgo ogman-oorok woy songo ogbogoy to ogkakoon ta. No sikandin dod ka ogbogoy to dakol no igkabulig din kanta oyow songo ogkatimulan ka igkohoy-u ta to duma ta. No ian ogkounawa to ogtimulan din ka igpamula ta no boni oyow dakoldakol ka ogkagaani ta to maroyow no batasan.",Now he who supplies seed to the sower and bread for food will also supply and increase your store of seed and will enlarge the harvest of your righteousness.
"Ka Magboboot, ungod ogtimul to kaniu no pog-ugpo to agad nokoy no allow, oyow mabogoybogoy kow to mgo otow no duon og-awoson dan. No ligkat to sikan, mohon-ing ka ogpakapasalamat kandin ko ogpakapurut sikandan to sikan no igpaalap now kanami no igpabulig now kandan.","You will be made rich in every way so that you can be generous on every occasion, and through us your generosity will result in thanksgiving to God."
"Ian su ligkat to sikan no maroyow no oghimuon now, ogkabuligan ka mgo nigtuu to og-awoson dan. Di kono no sikan do di ogpasalamatan ka Magboboot to mohon-ing no mgo otow.",This service that you perform is not only supplying the needs of God's people but is also overflowing in many expressions of thanks to God.
"Ka soini no dakol no igkohoy-u now, ian ka ogpakamalogot to pogtuu now. No ligkat to sikan, ogkasayo dan ka Magboboot su ogpaagad-agaran now ka soini no Maroyow no Nangnangonon tongod ki Hisus woy su dakol ka igbogoy now to sikan no mgo nigtuu woy dio to duma no mgo otow.","Because of the service by which you have proved yourselves, men will praise God for the obedience that accompanies your confession of the gospel of Christ, and for your generosity in sharing with them and with everyone else."
"Sikan ian, mgo sulod, ligkat to dakol no goinawa ran kaniu, og-ampuan kow ran su ka dakol no ingkohoy-u now no nigligkat to dakol no pogkohoy-u to Magboboot kaniu.","And in their prayers for you their hearts will go out to you, because of the surpassing grace God has given you."
"Ogpasalamatan tanow ka Magboboot su imbogoy rin kanta ka Anak din no si Hisus. No ka pulus to sikan, kono ogkasool.",Thanks be to God for his indescribable gift!
"Mgo sulod, sikanak no si Pablo, duon ogbuyuon ku kaniu su ligkat to molungangon woy mohoy-uan si Hisus. Ian su duon otow no ognangon to, woy a ro kun ogmabulut ko dio a to mariu ka ogsulat, di ko duon to kaniu, konad kun no mabulut ka ogkagion ku. Sikan ian to","By the meekness and gentleness of Christ, I appeal to you--I, Paul, who am ""timid"" when face to face with you, but ""bold"" when away!"
"ogbuyu a to oyow, ko ogpokouma ad on dio to kaniu, kono a now ogpogosa to ogmabulut a. Ian su oglangub a ro no og-ogot to sikan no mgo otow no ogbayung to soini no oghimuon noy su nahan dan to, ka tuud noy, ogkounawa kun to tuud to mgo otow to soini no kalibutan.",I beg you that when I come I may not have to be as bold as I expect to be toward some people who think that we live by the standards of this world.
"Agad to og-ugpo kinow kai to soini no kalibutan, di ka ig-atu noy to mgo maroot, kono ogligkat to doromdom do duon to mgo otow no kai to soini no kalibutan.","For though we live in the world, we do not wage war as the world does."
"Ian su ka panganiban no ig-atu noy, kono ogligkat to soini no kalibutan, di ogligkat atag to kabogbogan to Magboboot no ogpakagugus to mgo ig-iilian no ig-atang to Magboboot. Sikan ian to ogkaroog noy ka mgo igpaap-apuloy","The weapons we fight with are not the weapons of the world. On the contrary, they have divine power to demolish strongholds."
woy ka agad nokoy no ogpaampow-ampow no ogpakaatang to tu-tuu ian no pog-anad tongod to Magboboot. Woy songo ogkaroog noy on ka agad nokoy no ogpakasuwoy no doromdom to oyow ogkohimu on no ogpakapaagad-agad to soini no tu-tuu ian no nangnangonon tongod ki Hisu Kristu.,"We demolish arguments and every pretension that sets itself up against the knowledge of God, and we take captive every thought to make it obedient to Christ."
"Ko ogkataga koy to og-unug kow on to goinawa to Magboboot, no ko duon dod duma no kono ogpaagad-agad to sikan no tu-tuu ian no nangnangonon, oglogporan ku man ka sikan no mgo otow.","And we will be ready to punish every act of disobedience, once your obedience is complete."
"Doromdom kow, mgo sulod. Ko duon otow no ogpakaroromdom to nig-abin ni Hisu Kristu sikandan, maroyow ko ogsumsumanan dan pad to songo noiling koy rod kandan su songo nig-abin koy rod man ni Hisu Kristu.","You are looking only on the surface of things. If anyone is confident that he belongs to Christ, he should consider again that we belong to Christ just as much as he"
"Agad ko ogkoiling to ogkasublaan ka ignangonnangon ku tongod to katondanan noy, di waro igkasipod ku su ka Lagboy no Igbuyag ta ka nigbogoy kanami to soini no katondanan noy. No ian to oyow ogkohogot ka pogtuu now no kono to oyow ogpakasuwoy ka pogtuu now.","For even if I boast somewhat freely about the authority the Lord gave us for building you up rather than pulling you down, I will not be ashamed of it."
"Kono no goinawa ku, mgo sulod, no oghinallokon ku sikaniu to ignangonnangon ku ka soini no mgo sulat ku.",I do not want to seem to be trying to frighten you with my letters.
"Ian su duon kun mgo otow no ognangon to maagbot woy baghot ka ogkagion ku ko ogsusulat a, di ko duon a to tangkaan now, ogkasipod a kun no ogkoiling to waro pulus ka sikan no ignangonnangon ku.","For some say, “His letters are weighty and forceful, but in person he is unimpressive and his speaking amounts to nothing.”"
"Di og-awoson to ogpakasabut ka sikan no mgo otow ko ogpokouma koy, og-unawoon ku ro ka oghimuon ku to sikan no innangonnangon ku to mgo sulat ku.","Such people should realize that what we are in our letters when we are absent, we will be in our actions when we are present."
"Di sikanami, kono koy man oglangub no ognangon to songo maroyow ka oghimuon noy to sikan no oghimuon to sikan no mgo otow no nahan dan no sikandan ka madmaroyow. Naangol sikandan su ian dan ogpanag-ilingan ka oghimuon dan to kandan do no pogboot.","We do not dare to classify or compare ourselves with some who commend themselves. When they measure themselves by themselves and compare themselves with themselves, they are not wise."
"Sikanami atag, kono noy ogpasublaan ka igsayo noy to lawa noy su ian noy ro igkarago ka katondanan no imbogoy to Magboboot kanami. No songo duon dod katondanan noy kaniu.","We, however, will not boast beyond proper limits, but will confine our boasting to the sphere of service God himself has assigned to us, a sphere that also includes you."
"Sikan ian, su sikanami ka nighondio to kaniu nokani no nig-alap koy to sikan no Maroyow no Nangnangonon tongod ki Hisu Kristu, ko kuntoon og-udling koy kaniu, kono koy ogpasubla to katondanan noy.","We are not going too far in our boasting, as would be the case if we had not come to you, for we did get as far as you with the gospel of Christ."
"Kono koy ogparakoldakol no ogpasubla to katondanan noy no og-abin to nohimu to songo otow no igsayo to kanami no lawa. Di, og-iman-iman koy to, ko ogkohogot on ka kaniu no pogtuu, ogkabuligan koy rod nikaniu oyow ogpakaanad koy dio to duma no mgo ugpaan no songo nakalagkos to katondanan no imbogoy to Magboboot kanami.","Neither do we go beyond our limits by boasting of work done by others. Our hope is that, as your faith continues to grow, our sphere of activity among you will greatly expand,"
"Ian su, ko ogbogoy ka Magboboot, ogkohimu no songo ogpakanangonnangon koy dio to duma no mgo ugpaan no waro pad moumoi to soini no Maroyow no Nangnangonon tongod ki Hisus. No og-awoson to oyow kono koy og-abin no igparakoldakol to kanami no lawa, su duon impasulat to Magboboot dongan. Kagi rin to,",so that we can preach the gospel in the regions beyond you. For we do not want to boast about work already done in someone else’s territory.
"“Ka sikan no otow no ogkoiniat to ogsayo, litos ko ian din do ogsayoon ka pighimu to Lagboy no Igbuyag ta.”","But, “Let the one who boasts boast in the Lord.”"
"Ian ka kagi ku, mgo sulod, su woy ro ogtokoron ka otow to maroyow ka batasan din, ko ka Magboboot ka ogsayo kandin, kono no ka otow ka ogsayo to kandin no unoy no lawa.","For it is not the one who commends himself who is approved, but the one whom the Lord commends."
"Agad ko ka ignangon ku, ogkounawa to ogkaangol-angol a, di pamminogi a now pa bag.",I hope you will put up with a little of my foolishness; but you are already doing that.
Ogpakapanalikud a kaniu no ogpakadalong a to dakol no goinawa to Magboboot kaniu. Ian su inat to ogpakasuwoy kow on to sikan no matul-id no dalan no oghondio ki Hisus su ian now ogkounawaan ka dalaga no waro pad mabuingi no nigpanakinan kud on. No si Hisus ka ogpurut kaniu.,"I am jealous for you with a godly jealousy. I promised you to one husband, to Christ, so that I might present you as a pure virgin to him."
"Nò, mgo sulod, ian ku igkasasow ko ogkagawayan buwa ka pogdoromdom now no ogkoongkoran now buwa ka malogot woy malinis no goinawa now dio ki Hisu Kristu. Ogkoiling kow buwa ki Eba no nagawayan to moiria no mgo ubat to sikan no ulod no ian si Satanas.","But I am afraid that just as Eve was deceived by the serpent’s cunning, your minds may somehow be led astray from your sincere and pure devotion to Christ."
Ian ka igkasasow ku su inat to magaan kow ogpamminog ko duon ogdatong kaniu no og-anad to loin to sikan no in-anad noy kaniu tongod ki Hisus. Woy songo kuwo ko ogtuuan now on ka ig-anad dan no ogligkat to loin no gimukud no kono no ian Gimukud to Magboboot no impasolod now to goinawa now. Woy magaan now ro ogpaag-agaran ka loin no nangnangonon no kono no ka Maroyow no Nangnangonon no nigtuuan now an-anayan.,"For if someone comes to you and preaches a Jesus other than the Jesus we preached, or if you receive a different spirit from the one you received, or a different gospel from the one you accepted, you put up with it easily enough."
"Nò, to kanak no doromdom, kono oglabow kanak ka sikan no mgo otow no ogkabantugan now no og-uubat no ognangon to suguanon ni Hisus sikandan.","But I do not think I am in the least inferior to those ""super-apostles."""
"Agad to kono a no pandoy to ogpamatbat, di kono ogkaalang-alang ka katagaanan ku. No ligkat to sikan, ogkoutasan noy sikaniu to tibo no ig-anad noy.","I may not be a trained speaker, but I do have knowledge. We have made this perfectly clear to you in every way."
"Mgo sulod, to pognangonnangon ku kaniu to sikan no Maroyow no Nangnangonon, waro a nigpamuyu to agad nokoy ko kono no nigpasalad a oyow ogpakapamalayat kow. Nò, og-inso a kaniu ko kono no litos ka pighimu ku?",Was it a sin for me to lower myself in order to elevate you by preaching the gospel of God to you free of charge?
"Di ka duma no mgo otow no nigtuu no dio to duma mgo ugpaan ka nigbulig kanak to nig-awos ku to pog-ugpo. Ka sikan, noiling to naagawan ku sikandan to oyow ogkabuligan ku sikaniu.",I robbed other churches by receiving support from them so as to serve you.
"No to dio a pad to kaniu no duon og-awoson ku, waro ku buyui sikaniu, agad hontow. Ian su duon mgo taga Masidonia no mgo nigtuu no nokouma, no nig-alap dan ka tibo no og-awoson ku. Taman kuntoon, waro ku pohirapi sikaniu to pog-ugpo ku. No ligkat kuntoon, songo kono kud ian ogbuyuon sikaniu.","And when I was with you and needed something, I was not a burden to anyone, for the brothers who came from Macedonia supplied what I needed. I have kept myself from being a burden to you in any way, and will continue to do so."
"No unawa to tu-tuu ian ka kagi ku tongod ki Hisu Kristu, songo tu-tuu ka soini no ignangon ku to kono ogkaatangan ka pognangonnangon ku dio to agad hondoi to probinsia to Girisia.","As surely as the truth of Christ is in me, nobody in the regions of Achaia will stop this boasting of mine."
"Manio to oghonduonon ku? Nahan now buwa to waro goinawa ku kaniu. Di mgo sulod, nataga ka Magboboot to dakol ian so goinawa ku kaniu.",Why? Because I do not love you? God knows I do!
"Nò, ogparagason ku ka sikan no batasan ku to kono a ogbuyu to salapi now oyow ka sikan no kono no malogot no mgo suguanon ni Hisus, kono ogpakanangonnangon to nig-uunawa ro ka kandan no batasan to kanami no batasan.",And I will keep on doing what I am doing in order to cut the ground from under those who want an opportunity to be considered equal with us in the things they boast about.
"Ian su, ka sikan no mgo otow, kono no tu-tuu ian no suguanon ni Hisus, su mgo ubaton no igpapitowpitow ran do to suguanon sikandan ni Hisu Kristu.","For such men are false apostles, deceitful workmen, masquerading as apostles of Christ."
"Di kono ki ogkabolongbolong to sikan, mgo sulod, su agad si Satanas, songo kuwo ko ogpoiling-iling sikandin to diwata to Magboboot.","And no wonder, for Satan himself masquerades as an angel of light."
"Sikan ian mgo sulod, to kono ki ogkabolongbolong ko, ka mgo suguanon ni Satanas, songo ogpoiling-iling to batasan to mgo suguanon to Magboboot no nohimu on no maroyow dio to kandin. Nò to mohuri no allow ogbogayan ka sikan mgo kono no malogot no mgo suguanon to litos no igbayad to mgo hinimuan dan no maroot.","It is not surprising, then, if his servants masquerade as servants of righteousness. Their end will be what their actions deserve."
"Oghutukon ku pad to ignangon ka ingkasulat kud ganna oyow kono now ogdoromdomon to naangol-angol a. Di ko ian ka pogdoromdom now, balagad. Di bogayi a now pa to liwak ku to igmarayandayan no malintok do.","I repeat: Let no one take me for a fool. But if you do, then tolerate me just as you would a fool, so that I may do a little boasting."
"Ka soini no igmarayandayan ku, kono ogligkat to boot to Lagboy no Igbuyag ta di ogkoiling do to batasan to otow no ogkaangol-angol.","In this self-confident boasting I am not talking as the Lord would, but as a fool."
"Dokad di, su mohon-ing ka ogmarayandayan to kandan no oghimuon no ogpokounug to soini no kalibutan, songo ogpakasayo ad to kanak no oghimuon.","Since many are boasting in the way the world does, I too will boast."
Ian to ogkoiling a su maroyow now to og-aguantoon ka kagi to sikan no mgo ogkaangol-angol no ogmarayandayan su nahan now to pandoy kow no mgo otow.,You gladly put up with fools since you are so wise!
"Hoo su og-aguantoon now ro ko og-uriponon kow nikandan woy ko ogpaginpulus sikandan no ogpurut to kalaglagan now, woy ko oglomotan kow ran. Agad ko ogtagpian dan pad ka langlanguwan now, og-aguantoon now rod.","In fact, you even put up with anyone who enslaves you or exploits you or takes advantage of you or puts on airs or slaps you in the face."
"Nò, dakol ka igkasipod ku no ognangon to waro koy atag niglangub to og-iling to mgo batasan dan no ogdoogdoog kaniu no nahan now no maroyow. Nò, su kono ogkasipod ka sikan no mgo otow to og-uwang to igmarayandayan dan, songo oglangub a no og-uwang to sikan dod no igsayo-sayo ku. Balagad ko waro pulus ku to ogkohonduon.",To my shame I admit that we were too weak for that! Whatever anyone else dares to boast about—I am speaking as a fool—I also dare to boast about.
"Agad Hudiu ka sikan no kono no malogot no mgo suguanon, su songo Hudiu a rod man. Woy ko pinanganak ni Israil sikandan, songo pinanganak a rod ni Israil. Pinanganak sikandan ni Abraham di songo pinanganak a rod ni Abraham.",What anyone else dares to boast about--I am speaking as a fool--I also dare to boast about. Are they Hebrews? So am I. Are they Israelites? So am I. Are they Abraham's descendants? So am I.
"Nataga a to ogkoiling to ogkaangol-angol a su inat to ogpakasayo a to kanak no lawa. Di nahan dan to sikandan ka suguanon ni Hisu Kristu. Ko tu-tuu pa ka ignangon dan, kanak ka madmaroyow no suguanon din su dakoldakol man lagboy ka kanak no pogpoomot to talabau ku. Woy molmohon-ing pad ka kanak no pogkapirisu woy ka pogbaras to lawa ku. Woy mohon-ing ka ingkabayo ku no malintok naan do no ogkamatoy a.","Are they servants of Christ? (I am out of my mind to talk like this.) I am more. I have worked much harder, been in prison more frequently, been flogged more severely, and been exposed to death again and again."
Ka lalimma a mabarasi to mgo Hudiu to katoluan woy sasiam no poglampos.,Five times I received from the Jews the forty lashes minus one.
No ka tatolu a mabarasi to kayu. Woy duon allow no pigdorogpak a to mgo otow to batu. Ka tatolu a magulaki to unturanan ku no barku. No to songo kaallowan woy songo karusiloman on ka in-ambo ku dio to dagat.,"Three times I was beaten with rods, once I was pelted with stones, three times I was shipwrecked, I spent a night and a day in the open sea,"
"Nò, to sikan no mohon-ing no poghipanow ku, nohirapan ad ian lagboy su duon nabaybayaan ku to mgo woig no ogpanlanog, woy songo nakabayo a to mgo otow no takawon. Woy duon allow no nig-ogotan a to mgo karumaan ku no Hudiu. No to dangob no allow, nig-ogotan a to mgo otow no kono no Hudiu. Agad hondoi a makabayo, ko dio a to dakol no lunsud woy ko dio to holholawan, woy ko dio a to dagat, malasi a ogkoumoi to igkamatoy ku porom. Woy songo duon igkohirapi ku no nigligkat to mgo otow no og-uubat no nahan dan no sulod ta to pogtuu.","I have been constantly on the move. I have been in danger from rivers, in danger from bandits, in danger from my own countrymen, in danger from Gentiles; in danger in the city, in danger in the country, in danger at sea; and in danger from false brothers."
Songo nabaybayaran a to pogtuman ku to mgo talabau ku. No pila buwa no marusilom no waro igkohirogo ku. Woy malasi a ogkoibog no ogkoon woy ogpokoinum-inum ad ian poron di waro ogkakoon woy ogkoinum ku. Woy songo malasi a ogkagonnow su waro litos no sabinit woy ko ogkougpaan ku.,I have labored and toiled and have often gone without sleep; I have known hunger and thirst and have often gone without food; I have been cold and naked.
"Lagkos to sikan, duon dod ka igkasasow ku tongod to tibo no mgo nigtuu no dio to agad hondoi no mgo lunsud.","Besides everything else, I face daily the pressure of my concern for all the churches."
Hontow pa otawa no malotoy ka pogtuu rin no waro ku mohoy-ui? Waro man. Woy hontow pa ka ogpakarogpak dio to dalan to pogtuu rin no kono igmasakit to kanak no goinawa? Songo waro man.,"Who is weak, and I do not feel weak? Who is led into sin, and I do not inwardly burn?"
"Ko og-awoson to ogsayo-sayo a, ian ku ro igkarago ka igkabaybayari ku su ligkat to sikan, ogkataga kow to ligkat do kanak, ogkaalang-alang a to katouanan ku.","If I must boast, I will boast of the things that show my weakness."
"Ka Magboboot no ian Amoy to Lagboy no Igbuyag ta no si Hisu Kristu, nataga to kono no ubat ka soini no innangon ku. No sikandin ka ogkasayo taman to waro katamanan.","The God and Father of the Lord Jesus, who is to be praised forever, knows that I am not lying."
"Nokani no dio a pad to lunsud to Damasku, ka gobirnador no nasakup to labow no igbuyag dan no si Aritas, nigpabantayan to mgo otow ka gumawan to sikan no lunsud su oyow ogdakopon a ran poron.",In Damascus the governor under King Aretas had the city of the Damascenes guarded in order to arrest me.
Di duon nigpangabang kanak su impatagu a ran to dakol no langkap no nigtuntun a ran dio to tano ligkat to songo bintana no duon to sikan no matikang no alad no nohimu no mgo batu no nakalingut to lunsud. No nakasalsalia ad on.,But I was lowered in a basket from a window in the wall and slipped through his hands.
"Agad to waro pulus ku to pogsayo-sayo ku, di ogpakasayo-sayo a ro duon to oghitagoon ku sikaniu to duon impapitow woy duon mgo impasabut din to Lagboy no Igbuyag ta kanak.","I must go on boasting. Although there is nothing to be gained, I will go on to visions and revelations from the Lord."
"No to sikan no nakitaan ku, sampulu on no tuid woy hop-at ka nigligad. Sikanak, naalap a dio to igkatatolu no langit. No to pogkaalap ku, waro a mataga ko nakalagkos ka lawa ku woy ko ka gimukud ku ro buwa ka naalap dio. Ka Magboboot do ka nataga.",I know a man in Christ who fourteen years ago was caught up to the third heaven. Whether it was in the body or out of the body I do not know—God knows.
"Di nataga a to naalap ad on dio to maroyow lagboy no ugpaan ni Hisu Kristu. No oghutuk a pad no ognangon to waro a mataga ko to sikan no pogkaalap ku, nakalagkos ka lawa ku woy ko ka gimukud ku ro buwa ka naalap. Ka Magboboot do ka nataga.","And I know that this man—whether in the body or apart from the body I do not know, but God knows—"
